,"docid","actualdate","earliestdate","firstpub","sales","recordid","OCLC","author","imprint","enumcron","title","birthdate","gender","nationality","othername","notes","path","recept","authsvols"
645,"mdp.39015031301917",1945,1945,1945,"best",1911532,,"Shellabarger, Samuel","Philadelphia|The Blakiston company|1945.",,"Captain from Castile, | $c: by Samuel Shellabarger.",1888,"m","us",,"shellabarger, samuel | captain from castile","mdp/pairtree_root/39/01/50/31/30/19/17/39015031301917/mdp.39015031301917.json.bz2",,2
646,"uc1.b4363874",1945,1945,1946,"best",1443143,,"Remarque, Erich Maria","New York|London|D. Appleton-Century company, inc.|1945",,"Arch of triumph | $c: [by] Erich Maria Remarque, translated from the German by Walter Sorell and Denver Lindley.",1898,"m","german",,"remarque, erich maria | arch of triumph","uc1/pairtree_root/b4/36/38/74/b4363874/uc1.b4363874.json.bz2",,14
647,"uc1.$b105812",1945,1945,1945,"best",1113273,,"Ullman, James Ramsey","Philadelphia|New York|J. B. Lippincott company|1945",,"The White tower | $c: [by] James Ramsey Ullman.",1907,"m","us",,"ullman, james ramsey | the white tower","uc1/pairtree_root/$b/10/58/12/$b105812/uc1.$b105812.json.bz2",,5
648,"uc1.b3569325",1943,1943,1943,"best",657198,,"Allen, Hervey","New York|Farrar & Rinehart|1943",,"The forest and the fort.",1889,"m","us",,"allen, hervey | the forest and the fort","uc1/pairtree_root/b3/56/93/25/b3569325/uc1.b3569325.json.bz2",,11
649,"mdp.39015030113016",1946,1946,1946,"best",1029831,,"Yerby, Frank","New York|Dial Press|1946.",,"The foxes of Harrow / | $c: Frank Yerby.",1916,"m","us",,"yerby, frank | the foxes of harrow","mdp/pairtree_root/39/01/50/30/11/30/16/39015030113016/mdp.39015030113016.json.bz2",,10
650,"uc1.$b87076",1946,1946,1946,"best",623090,,"Caldwell, Taylor","New York|Scribner|1946.",,"This side of innocence.",1900,"f","us",,"caldwell, taylor | this side of innocence","uc1/pairtree_root/$b/87/07/6/$b87076/uc1.$b87076.json.bz2",,9
651,"mdp.39015002189382",1945,1945,1945,"best",1029560,,"Thurber, James","New York|London|Harper & brothers|1945",,"The Thurber carnival, | $c: written and illustrated by James Thurber.",1894,"m","us",,"thurber, james | the thurber carnival","mdp/pairtree_root/39/01/50/02/18/93/82/39015002189382/mdp.39015002189382.json.bz2",,11
652,"mdp.39015003942102",1944,1944,1944,"best",392863,,"Goudge, Elizabeth","New York|Coward-McCann|1944",,"Green Dolphin street, | $c: a novel by Elizabeth Goudge.",1900,"f","uk",,"goudge, elizabeth | green dolphin street","mdp/pairtree_root/39/01/50/03/94/21/02/39015003942102/mdp.39015003942102.json.bz2",,7
653,"uc1.$b808840",1943,1943,1943,"best",582440,,"Bromfield, Louis","New York|London|Harper & Bros.|c1943",,"Mrs. Parkington / | $c: by Louis Bromfield.",1896,"m","us",,"bromfield, louis | mrs. parkington","uc1/pairtree_root/$b/80/88/40/$b808840/uc1.$b808840.json.bz2",,57
654,"pst.000030567658",1946,1946,1946,"best",12269076,,"Ward, Mary Jane","New York|New American Library|1964, c1946].",,"The snake pit / | $c: by Mary Jane Ward.",1905,"f","us",,"ward, mary jane | the snake pit","pst/pairtree_root/00/00/30/56/76/58/000030567658/pst.000030567658.json.bz2",,5
655,"uc1.$b63846",1956,1948,1948,"best",1025888,,"Turnbull, Agnes Sligh",,,"The bishop's mantle.",1916,"f","us",,"turnbull, agnes sligh | the bishop's mantle","uc1/pairtree_root/$b/63/84/6/$b63846/uc1.$b63846.json.bz2",,4
656,"uc1.b3295189",1949,1949,1949,"best",1189220,,"Yerby, Frank","London|Heinemann|1949.",,"Pride's castle",1916,"m","us",,"yerby, frank | pride's castle","uc1/pairtree_root/b3/29/51/89/b3295189/uc1.b3295189.json.bz2",,10
657,"uc1.$b639875",1940,1940,1942,"best",7122774,,"Bellamann, Henry","New York|Simon and Schuster|1940.",,"Kings Row,",1882,"m","us",,"bellamann, henry | kings row","uc1/pairtree_root/$b/63/98/75/$b639875/uc1.$b639875.json.bz2",,8
658,"uc1.32106002149000",1949,1949,1949,"best",7129043,,"Streeter, Edward","New York|Simon and Schuster|1̀949",,"Father of the bride; | illus. by Gluyas Williams.",1891,"m","us",,"streeter, edward | father of the bride","uc1/pairtree_root/32/10/60/02/14/90/00/32106002149000/uc1.32106002149000.json.bz2",,13
659,"uc1.b3710738",1945,1945,1945,"best",592257,,"Langley, Adria Locke","New York|Whittlesey house|McGraw-Hill book company|1945",,"A lion is in the streets, | $c: a novel by Adria Locke Langley.",1905,"u","us",,"langley, adria locke | a lion is in the streets","uc1/pairtree_root/b3/71/07/38/b3710738/uc1.b3710738.json.bz2",,2
660,"mdp.39015026651995",1944,1944,1944,"best",1255862,,"Landon, Margaret","New York|The John Day company|1944",,"Anna and the King of Siam | $c: [by] Margaret Landon, illustrated by Margaret Ayer.",1903,"f","us",,"landon, margaret | anna and the king of siam","mdp/pairtree_root/39/01/50/26/65/19/95/39015026651995/mdp.39015026651995.json.bz2",,5
661,"mdp.39015000551153",1949,1949,1949,"best",1021097,,"O'Hara, John","New York|Random House|1949.",,"A rage to live / | $c: John O'Hara.",1905,"m","us",,"o'hara, john | a rage to live","mdp/pairtree_root/39/01/50/00/55/11/53/39015000551153/mdp.39015000551153.json.bz2",,14
662,"uc1.32106001611869",1949,1949,1949,"best",981390,,"Waltari, Mika","New York|G. P. Putnam's Sons|1949",,"The Egyptian, | a novel; | $c: tr. by Naomi Walford.",1908,"u","finnish",,"waltari, mika | the egyptian","uc1/pairtree_root/32/10/60/01/61/18/69/32106001611869/uc1.32106001611869.json.bz2",,2
663,"uc1.$b102388",1941,1941,1941,"best",6601799,,"Knight, Eric","New York|London|Harper & brothers|c1941",,"This above all / | $c: by Eric Knight.",1897,"m","uk",,"knight, eric | this above all","uc1/pairtree_root/$b/10/23/88/$b102388/uc1.$b102388.json.bz2",,7
664,"mdp.39015066057715",1947,1947,1947,"best",628796,,"Lewis, Sinclair","New York|Random House|1947.",,"Kingsblood royal / | $c: Sinclair Lewis.",1885,"m","us",,"lewis, sinclair | kingsblood royal","mdp/pairtree_root/39/01/50/66/05/77/15/39015066057715/mdp.39015066057715.json.bz2",,94
665,"uc1.$b102106",1948,1948,1948,"best",631330,,"Keyes, Frances Parkinson","New York|J. Messner|1948",,"Dinner at Antoine's.",1885,"f","us",,"keyes, frances parkinson | dinner at antoine's","uc1/pairtree_root/$b/10/21/06/$b102106/uc1.$b102106.json.bz2",,11
666,"mdp.39015024849682",1941,1941,1941,"best",625020,,"Chase, Mary Ellen","New York|The Macmillan company|1941.",,"Windswept, | $c: by Mary Ellen Chase.",1887,"f","us",,"chase, mary ellen | windswept","mdp/pairtree_root/39/01/50/24/84/96/82/39015024849682/mdp.39015024849682.json.bz2",,24
667,"pst.000002027432",1942,1942,1942,"best",9430216,,"Field, Rachel","New York|Macmillan|1952 [c1942].",,"And now tomorrow / | $c: by Rachel Field.",1894,"f","us",,"field, rachel | and now tomorrow","pst/pairtree_root/00/00/02/02/74/32/000002027432/pst.000002027432.json.bz2",,17
668,"mdp.39015030730850",1941,1941,1941,"best",2934183,,"Steen, Marguerite","New York|Viking Press|1941.",,"The sun is my undoing : | a novel / | $c: by Marguerite Steen.",1901,"f","uk",,"steen, marguerite | the sun is my undoing","mdp/pairtree_root/39/01/50/30/73/08/50/39015030730850/mdp.39015030730850.json.bz2",,9
669,"uc1.b3710829",1945,1945,1946,"best",6702646,,"Keyes, Frances Parkinson","New York|J. Messner|1945",,"The river road",1885,"f","us",,"keyes, frances parkinson | the river road","uc1/pairtree_root/b3/71/08/29/b3710829/uc1.b3710829.json.bz2",,11
670,"uc1.$b243521",1940,1940,1940,"best",631779,,"Struther, Jan","New York|Harcourt, Brace and company|c1940",,"Mrs. Miniver, | $c: by Jan Struther [pseud.]",1901,"f","uk",,"struther, jan | mrs. miniver","uc1/pairtree_root/$b/24/35/21/$b243521/uc1.$b243521.json.bz2",,3
671,"mdp.39015025036917",1944,1944,1944,"best",438327,,"Hersey, John","New York|A. A. Knopf|1944.",,"A bell for Adano | $c: [by] John Hersey.",1914,"m","us",,"hersey, john | a bell for adano","mdp/pairtree_root/39/01/50/25/03/69/17/39015025036917/mdp.39015025036917.json.bz2",,7
672,"mdp.39015019181331",1942,1942,1943,"best",439262,,"Davenport, Marcia","New York|C. Scribner's sons|1942.",,"The valley of decision, | $c: Marcia Davenport.",1903,"f","us",,"davenport, marcia | the valley of decision","mdp/pairtree_root/39/01/50/19/18/13/31/39015019181331/mdp.39015019181331.json.bz2",,6
673,"uc2.ark+=13960=t3qv3dg23",1919,1919,1919,"best",7656972,3678327,"Dell, Ethel M","New York|G.P. Putnam's Sons|1919",,"The lamp in the desert",1881,"f","uk",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/3q/v3/dg/23/ark+=13960=t3qv3dg23/uc2.ark+=13960=t3qv3dg23.json.bz2",,25
674,"uc1.b3476889",1917,1917,1917,"best",284639,,"Cholmondeley, Alice","New York;The Macmillan company;1917.",,"Christine",1866,"f","au",,"cholmondeley, alice | christine","uc1/pairtree_root/b3/47/68/89/b3476889/uc1.b3476889.json.bz2",,3
675,"mdp.39015063943115",1911,1911,1911,"best",783851,2108677,"Kester, Vaughan","New York|Grosset & Dunlap|c1911",,"The prodigal judge",1869,"m","us",,,"mdp/pairtree_root/39/01/50/63/94/31/15/39015063943115/mdp.39015063943115.json.bz2",,19
676,"uc2.ark+=13960=t9t14vb9r",1912,1912,1912,"best",7657326,11482112,"Ellis, J. Breckenridge","Indianapolis|The Bobbs-Merrill company|c1912",,"Fran",1870,"m","us",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/9t/14/vb/9r/ark+=13960=t9t14vb9r/uc2.ark+=13960=t9t14vb9r.json.bz2",,15
677,"mdp.39015012334739",1911,1911,1911,"best",326059,10114747,"Sedgwick, Anne Douglas","New York|Grosset & Dunlap|1911",,"Tante",1873,"f","uk",,,"mdp/pairtree_root/39/01/50/12/33/47/39/39015012334739/mdp.39015012334739.json.bz2",,50
678,"uc2.ark+=13960=t15m62b69",1918,1918,1918,"best",7669521,1839115,"Porter, Eleanor H","Boston|Houghton Mifflin Company|1918",,"Oh, money! money!",1868,"f","us",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/15/m6/2b/69/ark+=13960=t15m62b69/uc2.ark+=13960=t15m62b69.json.bz2",,29
679,"mdp.39015021275840",1912,1912,1912,"best",242293,291016,"Nicholson, Meredith","Boston|Houghton Mifflin company|1912",,"A Hoosier chronicle",1866,"m","us",,,"mdp/pairtree_root/39/01/50/21/27/58/40/39015021275840/mdp.39015021275840.json.bz2",,40
680,"mdp.39015063930195",1910,1910,1910,"best",320655,6913204,"King, Basil","New York|Grosset & Dunlap|c1910",,"The wild olive;",1859,"m","us",,,"mdp/pairtree_root/39/01/50/63/93/01/95/39015063930195/mdp.39015063930195.json.bz2",,40
681,"mdp.39015002753518",1915,1915,1915,"best",1911286,1376946,"Sabatini, Rafael","London|M. Secker|1915",,"The sea-hawk",1875,"m","uk",,,"mdp/pairtree_root/39/01/50/02/75/35/18/39015002753518/mdp.39015002753518.json.bz2",,39
682,"mdp.39015059377617",1917,1917,1917,"best",117001,2890223,"Hichens, Robert","New York|Frederick A. Stokes company|c1917",,"In the wilderness;",1864,"m","uk",,,"mdp/pairtree_root/39/01/50/59/37/76/17/39015059377617/mdp.39015059377617.json.bz2",,112
683,"uc1.b3325239",1910,1910,1910,"best",6131562,9744881,"Williamson, C. N","New York|A.L. Burt|c1910.",,"Lord Loveland discovers America",1859,"m","uk",,,"uc1/pairtree_root/b3/32/52/39/b3325239/uc1.b3325239.json.bz2",,69
684,"mdp.39015004288158",1915,1915,1915,"best",663340,270930,"Churchill, Winston","New York|The Macmillan Company|1915",,"A far country",1871,"m","us",,,"mdp/pairtree_root/39/01/50/04/28/81/58/39015004288158/mdp.39015004288158.json.bz2",,67
685,"mdp.39015004048164",1918,1918,1918,"best",1050075,346175,"Blasco Ibáñez, Vicente","New York|E. P. Dutton & company|1918",,"The four horsemen of the Apocalypse",1867,"m","spanish",,,"mdp/pairtree_root/39/01/50/04/04/81/64/39015004048164/mdp.39015004048164.json.bz2",,55
686,"mdp.39015031306742",1915,1915,1915,"best",2434198,68262675,"Tarkington, Booth","New York|Grosset & Dunlap|c1915, 1916",,"Seventeen",1869,"m","us",,,"mdp/pairtree_root/39/01/50/31/30/67/42/39015031306742/mdp.39015031306742.json.bz2",,207
687,"mdp.39015063550886",1915,1915,1915,"best",244775,4553007,"Grey, Zane","New York|Harper & brothers|1915",,"The Lone Star ranger;",1872,"m","us",,,"mdp/pairtree_root/39/01/50/63/55/08/86/39015063550886/mdp.39015063550886.json.bz2",,114
688,"mdp.39015027560757",1911,1911,1911,"best",1732610,7013415,"Schreiner, Olive","Leipzig|B. Tauchnitz|1911",,"Woman and labor",1855,"f","za",,,"mdp/pairtree_root/39/01/50/27/56/07/57/39015027560757/mdp.39015027560757.json.bz2",,22
689,"uc1.b3727988",1916,1916,1916,"best",6704608,1808557,"Spearman, Frank H","New York|Charles Scribner's Sons|1916",,"Nan of Music Mountain",1859,"m","us",,,"uc1/pairtree_root/b3/72/79/88/b3727988/uc1.b3727988.json.bz2",,24
690,"mdp.39015030710860",1915,1915,1915,"best",2442002,1910080,"Poole, Ernest","New York|Grosset & Dunlap|1915",,"The harbor",1880,"m","us",,,"mdp/pairtree_root/39/01/50/30/71/08/60/39015030710860/mdp.39015030710860.json.bz2",,30
691,"mdp.39015030091014",1917,1917,1917,"best",2931673,910574,"Bacheller, Irving","Indianapolis|The Bobbs-Merrill Company|c1917",,"The light in the clearing;",1859,"m","us",,,"mdp/pairtree_root/39/01/50/30/09/10/14/39015030091014/mdp.39015030091014.json.bz2",,70
692,"uc1.b4103059",1911,1911,1911,"best",6155334,288320,"Stratton-Porter, Gene","Garden City, N.Y.|Doubleday, Page & company|1911",,"The harvester",1863,"f","us",,,"uc1/pairtree_root/b4/10/30/59/b4103059/uc1.b4103059.json.bz2",,44
693,"mdp.39015004288786",1911,1911,1911,"best",118008,271600,"Deland, Margaret","New York|Harper & Brothers|1911",,"The iron woman",1857,"f","us",,,"mdp/pairtree_root/39/01/50/04/28/87/86/39015004288786/mdp.39015004288786.json.bz2",,55
694,"uc2.ark+=13960=t95719v6f",1918,1918,1918,"best",7657678,9011261,"Dell, Ethel M","New York|Putnam|c1918.",,"Greatheart",1881,"f","uk",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/95/71/9v/6f/ark+=13960=t95719v6f/uc2.ark+=13960=t95719v6f.json.bz2",,25
695,"njp.32101068165883",1919,1919,1919,"best",8968295,7996375,"Chambers, Robert W","New York|George H. Doran co.|c1919",,"In secret",1865,"m","us",,,"njp/pairtree_root/32/10/10/68/16/58/83/32101068165883/njp.32101068165883.json.bz2",,140
696,"mdp.39015063549607",1917,1917,1917,"best",779971,2414292,"Connor, Ralph","New York|George H. Doran company|c1917",,"The major",1860,"m","ca",,,"mdp/pairtree_root/39/01/50/63/54/96/07/39015063549607/mdp.39015063549607.json.bz2",,66
697,"mdp.39015063550324",1913,1913,1913,"best",449486,,"Harrison, Henry","Boston;New York;Houghton Mifflin company;1913.",,"V. V.'s eyes",1880,"m","us",,"harrison, henry sydnor | v. v.'s eyes","mdp/pairtree_root/39/01/50/63/55/03/24/39015063550324/mdp.39015063550324.json.bz2",,19
698,"uc1.b4065392",1917,1917,1917,"best",6142241,339592,"Barbusse, Henri","New York|E.P. Dutton & co.|1917",,"Under fire;",1873,"m","french",,,"uc1/pairtree_root/b4/06/53/92/b4065392/uc1.b4065392.json.bz2",,13
699,"mdp.39015059413073",1914,1914,1914,"best",158533,10400969,"Locke, William John","New York|Grosset & Dunlap|c1914",,"The fortunate youth",1863,"m","uk",,,"mdp/pairtree_root/39/01/50/59/41/30/73/39015059413073/mdp.39015059413073.json.bz2",,103
700,"mdp.39015020232743",1915,1915,1915,"best",782947,,"Smith, Francis Hopkinson","New York;C. Scribner's sons;1915.",,"Felix O'Day",1838,"m","us",,"smith, f. hopkinson | felix o'day","mdp/pairtree_root/39/01/50/20/23/27/43/39015020232743/mdp.39015020232743.json.bz2",,155
701,"mdp.39015020087865",1918,1918,1918,"best",404209,275897,"Stratton-Porter, Gene","Garden City, New York|Doubleday, Page & company|c1918",,"A daughter of the land",1863,"f","us",,,"mdp/pairtree_root/39/01/50/20/08/78/65/39015020087865/mdp.39015020087865.json.bz2",,44
702,"mdp.39015012351097",1915,1915,1915,"best",324154,491292,"Webster, Jean","New York|The Century Co.|1915",,"Dear enemy",1876,"f","us",,,"mdp/pairtree_root/39/01/50/12/35/10/97/39015012351097/mdp.39015012351097.json.bz2",,15
703,"mdp.39015002717778",1919,1919,1919,"best",207270,3004980,"Rinehart, Mary Roberts","New York|George H. Doran|c1919",,"Dangerous days",1876,"f","us",,,"mdp/pairtree_root/39/01/50/02/71/77/78/39015002717778/mdp.39015002717778.json.bz2",,96
704,"nyp.33433075761134",1911,1911,1911,"best",781064,,"Farnol, Jeffery","Boston;Little, Brown, and company;1911.",,"The broad highway",1878,"m","uk",,"farnol, jeffrey | the broad highway","nyp/pairtree_root/33/43/30/75/76/11/34/33433075761134/nyp.33433075761134.json.bz2",,51
705,"mdp.39015020466648",1913,1913,1913,"best",1350483,535068,"Lee, Gerald Stanley","New York, [etc.|Doubleday, Page & Co.|1913",,"Crowds",1862,"m","us",,,"mdp/pairtree_root/39/01/50/20/46/66/48/39015020466648/mdp.39015020466648.json.bz2",,0
706,"nyp.33433076088081",1915,1915,1915,"best",449512,,"Harrison, Henry","Boston;New York, Houghton Mifflin company;1915.",,"Angela's business",1880,"m","us",,"harrison, henry sydnor | angela's business","nyp/pairtree_root/33/43/30/76/08/80/81/33433076088081/nyp.33433076088081.json.bz2",,19
707,"mdp.39015025358592",1917,1917,1917,"best",538570,1842238,"Locke, William John","New York|John Lane company|1917",,"The red planet",1863,"m","uk",,,"mdp/pairtree_root/39/01/50/25/35/85/92/39015025358592/mdp.39015025358592.json.bz2",,103
708,"mdp.39015065980669",1919,1919,1919,"best",148989,558528,"Conrad, Joseph","Garden City, New York|Doubleday, Page & Company|1919",,"The arrow of gold",1857,"m","uk",,,"mdp/pairtree_root/39/01/50/65/98/06/69/39015065980669/mdp.39015065980669.json.bz2",,433
709,"nyp.33433076081649",1916,1916,1916,"best",8661586,1461667,"Sherwood, Margaret Pollock","Boston|Little, Brown, and Company|1916",,"The worn doorstep",1864,"f","us",,,"nyp/pairtree_root/33/43/30/76/08/16/49/33433076081649/nyp.33433076081649.json.bz2",,16
710,"mdp.39015008098199",1913,1913,1913,"best",663349,270931,"Churchill, Winston","New York|The Macmillan Company|1913",,"The inside of the cup",1871,"m","us",,,"mdp/pairtree_root/39/01/50/08/09/81/99/39015008098199/mdp.39015008098199.json.bz2",,67
711,"mdp.39015063934908",1913,1913,1913,"best",448889,1470621,"Maxwell, W. B","Indianapolis|The Bobbs-Merrill company|1913",,"The devil's garden",1866,"m","uk",,,"mdp/pairtree_root/39/01/50/63/93/49/08/39015063934908/mdp.39015063934908.json.bz2",,35
712,"uiuo.ark+=13960=t1hh71j3k",1855,1854,1854,"best",8724225,5347317,"Kingsley, Charles","Cambridge|Macmillan|1855","v.1","Westward ho!",1819,"m","uk",,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/1h/h7/1j/3k/ark+=13960=t1hh71j3k/uiuo.ark+=13960=t1hh71j3k.json.bz2",,277
713,"nyp.33433075900567",1856,1856,1856,"best",8667261,10762402,"Reade, Charles","Boston|Ticknor and Fields|1856","v. 1","It is never too late to mend",1814,"m","uk",,,"nyp/pairtree_root/33/43/30/75/90/05/67/33433075900567/nyp.33433075900567.json.bz2",,259
714,"mdp.39015004956234",1852,1852,1852,"best",4681479,,"Stowe, Harriet Beecher","Boston|John P. Jewett & Co.|1852, c1851.","v.1 1852","Uncle Tom's cabin, or, Life among the lowly",1811,"f","us",,,"mdp/pairtree_root/39/01/50/04/95/62/34/39015004956234/mdp.39015004956234.json.bz2",,108
715,"uc1.b4102903",1857,1855,1855,"best",6155261,685100,"Dickens, Charles","Philadelphia|T.B. Peterson|1857",,"Little Dorrit",1812,"m","uk",,,"uc1/pairtree_root/b4/10/29/03/b4102903/uc1.b4102903.json.bz2",,1251
716,"mdp.39015063932993",1858,1857,1857,"best",159975,10269573,"Lawrence, George A","New York|Harper & brothers|1858",,"Guy Livingstone;",1827,"m","uk",,,"mdp/pairtree_root/39/01/50/63/93/29/93/39015063932993/mdp.39015063932993.json.bz2",,8
717,"uiuo.ark+=13960=t5t72x31s",1855,1854,1854,"best",8724225,5347317,"Kingsley, Charles","Cambridge|Macmillan|1855","v.3","Westward ho!",1819,"m","uk",,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/5t/72/x3/1s/ark+=13960=t5t72x31s/uiuo.ark+=13960=t5t72x31s.json.bz2",,277
718,"uiuo.ark+=13960=t9r21mg3b",1853,1853,1853,"best",8720200,20553434,"Yonge, Charlotte M","London|John W. Parker and Son|1853","v.1","The heir of Redclyffe",1823,"f","uk",,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/9r/21/mg/3b/ark+=13960=t9r21mg3b/uiuo.ark+=13960=t9r21mg3b.json.bz2",,218
719,"uiuo.ark+=13960=t3708qw62",1853,1853,1853,"best",8720200,20553434,"Yonge, Charlotte M","London|John W. Parker and Son|1853","v.2","The heir of Redclyffe",1823,"f","uk",,,"uiuo/pairtree_root/ar/k+/=1/39/60/=t/37/08/qw/62/ark+=13960=t3708qw62/uiuo.ark+=13960=t3708qw62.json.bz2",,218
720,"mdp.39015008191382",1868,1857,1857,"best",479694,10662623,"Hughes, Thomas","London|Macmillan and co.|1868",,"Tom Brown's school days",1822,"m","uk",,,"mdp/pairtree_root/39/01/50/08/19/13/82/39015008191382/mdp.39015008191382.json.bz2",,36
721,"mdp.39015020915552",1894,1859,1859,"best",449047,6965985,"Dickens, Charles","Boston|Houghton Mifflin company|c1894",,"A tale of two cities",1812,"m","uk",,,"mdp/pairtree_root/39/01/50/20/91/55/52/39015020915552/mdp.39015020915552.json.bz2",,1251
722,"nyp.33433074949359",1864,1856,1856,"best",8589963,37220385,"Craik, Dinah Maria Mulock","New York|Harper & Bros.|1864",,"John Halifax, gentleman",1826,"f","uk",,,"nyp/pairtree_root/33/43/30/74/94/93/59/33433074949359/nyp.33433074949359.json.bz2",,168
723,"nyp.33433074890454",1892,1851,1851,"best",8667113,6561771,"Melville, Herman","Boston|Page|c1892",,"Moby Dick",1819,"m","us",,,"nyp/pairtree_root/33/43/30/74/89/04/54/33433074890454/nyp.33433074890454.json.bz2",,53
